date,state,district,pincode,age_0_5,age_5_17,age_18_greater
04-09-2025,Daman & Diu,Daman,396210,1,0,0
16-09-2025,Daman & Diu,Diu,362520,1,0,0
13-10-2025,Daman & Diu,Diu,362540,1,0,0
18-09-2025,Daman & Diu,Diu,362520,1,0,0
21-09-2025,Daman & Diu,Daman,396210,1,0,0
24-09-2025,Daman & Diu,Diu,362570,1,0,0
02-09-2025,Daman & Diu,Diu,362570,1,0,0
12-09-2025,Daman & Diu,Diu,362570,2,0,0
13-10-2025,Daman & Diu,Diu,362570,1,0,0
16-10-2025,Daman & Diu,Diu,362540,1,0,0
25-09-2025,Daman & Diu,Daman,396220,1,0,0
